OID,Oversight Agency,Operator Name,Location Name,Address,City,State,Postcode,WiFi Dwn,WiFi Up,Wi-Fi Available,Workstation #,Staffed,Mon Open,Mon Close,Mon Open_2,Mon Close_2,Tue Open,Tue Close,Tue Open_2,Tue Close_2,Wed Open,Wed Close,Wed Open_2,Wed Close_2,Thu Open,Thu Close,Thu Open_2,Thu Close_2,Fri Open,Fri Close,Fri Open_2,Fri Close_2,Sat Open,Sat Close,Sat Open_2,Sat Close_2,Sun Open,Sun Close,Language Access,Wheelchair Accessible,Wheelchair Access Notes,OS Accessibility Features,Open Lab Hrs Per Wk,Training  Hours Per Wk,Supplementary Equipment,Device Loaning,Devices Loaned,Access Requirements,Access Notes,URL,BoroCode,Borough,NTA Name
353,Department for the Aging,YOUNG ISRAEL PROGRAMS INC,QUEENS VALLEY NEIGHBORHOOD SENIOR CENTER,141-55 77th Avenue,Queens,NY,11367,44.0,35.0,True,3,False,9:00 AM,4:00 PM,,,9:00 AM,4:00 PM,,,9:00 AM,4:00 PM,,,9:00 AM,4:00 PM,,,9:00 AM,4:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,False,35:00:00,7.0,Instructional Monitor,,,Must be 60+ years of age to access,,https://www.youngisrael.org/seniorcenters.html,4,Queens,Kew Gardens Hills
294,Department for the Aging,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,COOP CITY NEIGHBORHOOD SENIOR CENTER,2049 Bartow Avenue,Bronx,NY,10475,,,False,6,False,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,True,40:00:00,2.0,,,,Must be 60+ years of age to access,,https://www.jasa.org/community/senior-centers,2,Bronx,Co-op City
177,Queens Library,Queens Library,Flushing JBA,41-17 Main Street,Flushing,NY,11355,200.0,200.0,True,22,True,9:00 AM,6:00 PM,,,9:00 AM,6:00 PM,,,9:00 AM,6:00 PM,,,9:00 AM,6:00 PM,,,9:00 AM,6:00 PM,,,Closed,Closed,,,Closed,Closed,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Spanish, Korean, Russian, Bengali, Gujarati, Hindi, Punjabi, Urdu.  Computer classes in Spanish and Mandarin.",Y,,True,45:00:00,5.6,"Printer, Scanner",,,All ages; library card required for use of public computers and WiFi,,http://www.queenslibrary.org/branch/Flushing,4,Queens,Flushing
379,Department for the Aging,SAMUEL FIELD YM & YWHA INC,SAMUEL FIELD NEIGHBORHOOD SENIOR CENTER,58-20 Little Neck Parkway,Queens,NY,11362,61.0,22.0,True,2,False,9:00 AM,4:00 PM,,,9:00 AM,4:00 PM,,,9:00 AM,4:00 PM,,,9:00 AM,4:00 PM,,,9:00 AM,4:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,False,35:00:00,3.0,Smart Board,,,Must be 60+ years of age to access,,https://www.sfy.org/the-sfy-neighborhood-senior-center,4,Queens,Douglas Manor-Douglaston-Little Neck
392,Department for the Aging,SENIOR CITIZENS LEAGUE OF FLATBUSH INC,SR CITIZENS LEAGUE OF FLATBUSH NBH SR CT,870 Ocean Parkway,Brooklyn,NY,11230,68.0,26.0,True,10,False,8:30 AM,4:00 PM,,,8:30 AM,4:00 PM,,,8:30 AM,4:00 PM,,,8:30 AM,4:00 PM,,,8:30 AM,4:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,True,37:30:00,1.0,,,,Must be 60+ years of age to access,,https://www.theseniorleague.com,3,Brooklyn,Flatbush
362,Department for the Aging,REGIONAL AID FOR INTERIM NEEDS INC,RAIN PARKCHESTER NEIGHBORHOOD SENIOR CTR,1380 Metropolitan Avenue,Bronx,NY,10462,28.0,5.0,True,12,False,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,Closed,Closed,,,Closed,Closed,"Bilingual staff, offering assistance in: Spanish, Mandarin, Cantonese, Bengali, Russian; programming available in Spanish",Y,,True,40:00:00,8.0,Instructional Monitor,,,Must be 60+ years of age to access,,https://www.raininc.org/your-neighborhood-center,2,Bronx,Parkchester
412,Department for the Aging,Goddard-Riverside Community Center,West 65th Street Center,250 West 65th Street,Manhattan,NY,10023,10.0,9.0,True,15,False,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,True,40:00:00,6.0,,,,Must be 60+ years of age to access,,https://www.goddard.org/grcc/programs/olderadults/seniorcenter,1,Manhattan,Lincoln Square
261,Department for the Aging,FORT GREENE COUNCIL,ALBANY NEIGHBORHOOD SENIOR CENTER,196 Albany Avenue,Brooklyn,NY,11213,95.0,36.0,True,12,False,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,False,40:00:00,6.0,Printer,,,Must be 60+ years of age to access,,https://www.fortgreenecouncil.org/fgc-nsc,3,Brooklyn,Crown Heights North
276,Department for the Aging,BRONXWORKS INC,BRONXWORKS INNOVATIVE SENIOR CENTER,80 East 181st Street,Bronx,NY,10453,33.0,5.0,True,10,False,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,Closed,Closed,"Bilingual staff, offering assistance in:  Spanish, Mandarin, Cantonese, Bengali, Russian; programming available in Spanish",Y,,True,48:00:00,12.0,Instructional Monitor,,,Must be 60+ years of age to access,,http://www.bronxworks.org/senior-centers,2,Bronx,Mount Hope
237,Department of Parks and Recreation,Department of Parks and Recreation,Hansborough,35 W 134th Street,New York,NY,10037,215.0,22.0,True,19,True,9:00 AM,5:30 PM,,,11:00 AM,7:00 PM,,,11:00 AM,7:00 PM,,,11:00 AM,7:00 PM,,,11:00 AM,7:00 PM,,,8:30 AM,4:30 PM,,,Closed,Closed,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations.",N,,True,48:30:00,14.4,"Printer, Instructional Monitor, Cameras, Audio Production, Chromebooks",,,All ages; Recreation Center membership required,,https://www.nycgovparks.org/facilities/media-labs,1,Manhattan,Central Harlem North-Polo Grounds
454,Department of Youth and Community Development,BronxWorks,Melrose,286 East 156th Street,Bronx,NY,10451,,,False,10,True,6:00 PM,10:00 PM,,,6:00 PM,10:00 PM,,,6:00 PM,10:00 PM,,,6:00 PM,10:00 PM,,,6:00 PM,10:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,,Y,,True,27:00:00,0.0,"Video Gaming Console: Xbox, PS4",,,"Between 3pmand 6pm during the school year, and 8am and 6pm during the summer, access is restricted to youth, ages 5-11.  Other hours are open, but programming may be age-restricted; please contact the center to confirm.  Participants may be required to fill out an application to utilize the computer lab.",,http://www.bronxworks.org/classic-community-center,2,Bronx,Melrose South-Mott Haven North
364,Department for the Aging,QUEENS COMMUNITY HOUSE INC.,REGO PARK NEIGHBORHOOD SENIOR CENTER,93-29 Queens Boulevard,Queens,NY,11374,29.0,11.0,True,12,False,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,Closed,Closed,,,Closed,Closed,"Bilingual staff, offering assistance in Russian; programming available in Russian",Y,,True,40:00:00,4.0,Printer,,,Must be 60+ years of age to access,,https://www.qchnyc.org/programs/older-adult-services/seniors-centers,4,Queens,Rego Park
287,Department for the Aging,CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,CCNS SEASIDE NEIGHBORHOOD SENIOR CENTER,320 Beach 94th Street,Queens,NY,11693,43.0,6.0,True,5,False,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,True,40:00:00,3.0,,,,Must be 60+ years of age to access,,https://www.ccbq.org/what-we-do/older-adult-services/seaside-senior-center,4,Queens,Hammels-Arverne-Edgemere
323,Department for the Aging,INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,IPRE CORONA NEIGHBORHOOD SENIOR CENTER,108-74 Roosevelt Avenue,Queens,NY,11368,71.0,6.0,True,8,False,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,Closed,Closed,,,Closed,Closed,"Bilingual staff, offering assistance in Spanish; programming available in Spanish",Y,,True,40:00:00,8.0,Printer,,,Must be 60+ years of age to access,,https://www.acacianetwork.org/senior-services/,4,Queens,North Corona
370,Department for the Aging,RIVERSTONE SENIOR LIFE SERVICES INC.,RIVERSTONE SENIOR LIFE NEIGHBORHOOD SC,99 Fort Washington Avenue,Manhattan,NY,10032,8.0,1.0,True,8,False,8:00 AM,4:30 PM,,,8:00 AM,4:30 PM,,,8:00 AM,4:30 PM,,,8:00 AM,4:30 PM,,,8:00 AM,4:30 PM,,,Closed,Closed,,,Closed,Closed,Programming available in Spanish,Y,,True,42:30:00,3.0,Printer,,,Must be 60+ years of age to access,,https://www.riverstone.org,1,Manhattan,Washington Heights South
497,New York City Housing Authority,Goddard Riverside Outreach,"Lincoln Square Neighborhood Center, Inc.",250 West 65th Street,New York,NY,10023,50.0,50.0,True,6,True,2:00 PM,4:00 PM,,,2:00 PM,4:00 PM,,,2:00 PM,4:00 PM,,,2:00 PM,4:00 PM,,,2:00 PM,4:00 PM,,,Closed,Closed,,,Closed,Closed,"Bilingual staff, offering assistance in Spanish",Y,,True,10:00:00,2.0,Printer,,,Must be registered with program to access,,https://www.lsncny.org,1,Manhattan,Lincoln Square
503,New York City Housing Authority,Stanley M. Isaacs Neighborhood Center,Stanley M. Isaacs Neighborhood Community Center,1792 First Avenue,New York,NY,10128,89.0,86.0,True,20,False,3:00 PM,6:00 PM,,,3:00 PM,6:00 PM,,,3:00 PM,6:00 PM,,,3:00 PM,6:00 PM,,,3:00 PM,6:00 PM,,,Closed,Closed,,,Closed,Closed,"Bilingual staff, offering assistance in Spanish ,French",Y,,True,15:00:00,0.0,Printer,,,Must be registered with program to access,,https://www.isaacscenter.org,1,Manhattan,Yorkville
89,New York Public Library,New York Public Library,Westchester Square,2521 Glebe Avenue,Bronx,NY,10461,30.0,30.0,True,52,True,10:00 AM,7:00 PM,,,10:00 AM,7:00 PM,,,10:00 AM,7:00 PM,,,10:00 AM,7:00 PM,,,10:00 AM,5:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu",N,,True,50:00:00,7.3,"Printer, Photocopier, Projector",,,All ages; library card required for use of public computers,,https://www.nypl.org/locations/westchester-square,2,Bronx,Van Nest-Morris Park-Westchester Square
250,Department of Parks and Recreation,Department of Parks and Recreation,St. John's - Rm. 1,1251 Prospect Place,Brooklyn,NY,11213,103.0,37.0,True,14,True,9:00 AM,8:00 PM,,,9:00 AM,8:00 PM,,,9:00 AM,8:00 PM,,,9:00 AM,8:00 PM,,,9:00 AM,8:00 PM,,,8:00 AM,4:00 PM,,,9:00 AM,4:00 PM,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations.",Y,,True,70:00:00,14.4,Printer,,,All ages; Recreation Center membership required,May be temporarily closed for renovations; contact the site for most up-to-date information.,https://www.nycgovparks.org/facilities/media-labs,3,Brooklyn,Crown Heights North
460,Department of Youth and Community Development,CAMBA,Pink Houses,2702 Linden Blvd.,Brooklyn,NY,11208,,,False,4,False,2:30 PM,8:00 PM,,,2:30 PM,8:00 PM,,,2:30 PM,8:00 PM,,,2:30 PM,8:00 PM,,,2:30 PM,8:00 PM,,,10:00 AM,2:00 PM,,,Closed,Closed,,Y,,True,31:30:00,0.0,"Printer, Projector",,,"Between 3pmand 6pm during the school year, and 8am and 6pm during the summer, access is restricted to youth, ages 5-11.  Other hours are open, but programming may be age-restricted; please contact the center to confirm.  Participants may be required to fill out an application to utilize the computer lab.",,https://www.camba.org/programs/educationyouthdevelopment/communitycenters/cornerstonecommunitycenters,3,Brooklyn,East New York
372,Department for the Aging,ROCHDALE VILLAGE SOCIAL SERVICES INC,ROCHDALE NEIGHBORHOOD SENIOR CENTER,169-65 137th Avenue,Queens,NY,11434,191.0,161.0,True,15,False,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,True,40:00:00,7.0,"Printer, Projector",,,Must be 60+ years of age to access,,https://a125-egovt.nyc.gov/egovt/services/service_detail.cfm?contract__cont_dfta_id=43M01,4,Queens,Springfield Gardens North
254,Department of Parks and Recreation,Department of Parks and Recreation,Thomas Jefferson,2180 1st Avenue,New York,NY,10029,43.0,6.0,True,7,True,9:00 AM,9:00 PM,,,9:00 AM,9:00 PM,,,9:00 AM,9:00 PM,,,9:00 AM,9:00 PM,,,9:00 AM,9:00 PM,,,8:00 AM,2:00 PM,,,Closed,Closed,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations.",Y,,True,66:00:00,0.0,Printer,,,All ages; Recreation Center membership required,,https://www.nycgovparks.org/facilities/media-labs,1,Manhattan,East Harlem North
210,Queens Library,Queens Library,Richmond Hill,118-14 Hillside Avenue,Richmond Hill,NY,11418,20.0,20.0,True,26,True,12:00 PM,8:00 PM,,,1:00 PM,6:00 PM,,,10:00 AM,6:00 PM,,,12:00 PM,8:00 PM,,,10:00 AM,6:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Russian, Punjabi, Spanish.",Partially,"Building is wheelchair accessible, but all levels may not be.",True,44:00:00,1.2,"Printer, Scanner",28.0,Tablets,All ages; library card required for use of public computers and WiFi,,http://www.queenslibrary.org/branch/Richmond Hill,4,Queens,Richmond Hill
2,New York Public Library,New York Public Library,53rd Street,18 West 53rd Street,New York,NY,10019,1000.0,1000.0,True,85,True,11:00 AM,7:00 PM,,,11:00 AM,6:00 PM,,,11:00 AM,7:00 PM,,,11:00 AM,6:00 PM,,,10:00 AM,5:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu",Y,,True,44:00:00,0.2,"Printer, Photocopier, Projector",,,All ages; library card required for use of public computers,,https://www.nypl.org/locations/53rd-street,1,Manhattan,Midtown-Midtown South
148,Brooklyn Public Library,Brooklyn Public Library,Walt Whitman,93 St. Edwards Street,Brooklyn,NY,11205,60.0,5.0,True,18,True,10:00 AM,6:00 PM,,,10:00 AM,8:00 PM,,,1:00 PM,8:00 PM,,,10:00 AM,6:00 PM,,,10:00 AM,6:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish.,Y,,True,48:00:00,2.6,"Printer, Photocopier, Scanner",,,All ages; library card required for use of public computers,,https://www.bklynlibrary.org/locations/waltwhitman,3,Brooklyn,Fort Greene
470,Department of Youth and Community Development,BCS (Brooklyn Bureau Community Services),Seth Low,137 Belmont Avenue,Brooklyn,NY,11212,100.0,25.0,True,19,False,10:00 AM,10:00 PM,,,10:00 AM,10:00 PM,,,10:00 AM,10:00 PM,,,10:00 AM,10:00 PM,,,10:00 AM,10:00 PM,,,10:00 AM,3:00 PM,,,Closed,Closed,,Y,,True,65:00:00,16.0,"Printer, Scanner, Projector, Photocopier",,,"Between 3pmand 6pm during the school year, and 8am and 6pm during the summer, access is restricted to youth, ages 5-11.  Other hours are open, but programming may be age-restricted; please contact the center to confirm.  Participants may be required to fill out an application to utilize the computer lab.",,https://www.wearebcs.org/cornerstone/,3,Brooklyn,Brownsville
181,Queens Library,Queens Library,Glendale,78-60 73 Place,Glendale,NY,11385,20.0,20.0,True,22,True,9:00 AM,8:00 PM,,,1:00 PM,6:00 PM,,,10:00 AM,6:00 PM,,,12:00 PM,8:00 PM,,,10:00 AM,6:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.",N,,True,47:00:00,0.7,"Printer, Scanner",30.0,Tablets,All ages; library card required for use of public computers and WiFi,,http://www.queenslibrary.org/branch/Glendale,4,Queens,Glendale
506,New York City Housing Authority,Union Settlement Association,Washington Community Center,1775 Third Avenue,New York,NY,10029,,,False,15,False,2:00 PM,6:00 PM,,,2:00 PM,6:00 PM,,,2:00 PM,6:00 PM,,,2:00 PM,6:00 PM,,,2:00 PM,6:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,True,20:00:00,0.0,,,,Must be registered with program to access,,https://www.unionsettlement.org,1,Manhattan,East Harlem South
265,Department for the Aging,ARC XVI FORT WASHINGTON INC,ARC CENTRAL HARLEM SENIOR CENTER,120 West 140th Street,Manhattan,NY,10030,15.0,2.0,True,5,False,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,False,40:00:00,2.0,Printer,,,Must be 60+ years of age to access,,https://www.arcseniors.org/sc.html,1,Manhattan,Central Harlem North-Polo Grounds
44,New York Public Library,New York Public Library,Mariners Harbor,206 South Avenue,Staten Island,NY,10303,50.0,50.0,True,62,True,12:00 PM,8:00 PM,,,10:00 AM,7:00 PM,,,10:00 AM,7:00 PM,,,10:00 AM,7:00 PM,,,10:00 AM,5:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu",Y,,True,49:00:00,11.9,"Printer, Photocopier, Projector",,,All ages; library card required for use of public computers,,https://www.nypl.org/locations/mariners-harbor,5,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville
212,Queens Library,Queens Library,Rochdale Village,169-09 137 Avenue,Jamaica,NY,11434,20.0,20.0,True,36,True,9:00 AM,8:00 PM,,,1:00 PM,6:00 PM,,,10:00 AM,6:00 PM,,,12:00 PM,8:00 PM,,,10:00 AM,6:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in French, Haitian Creole.",Y,,True,47:00:00,1.9,"Printer, Scanner",27.0,Tablets,All ages; library card required for use of public computers and WiFi,,http://www.queenslibrary.org/branch/Rochdale Village,4,Queens,Springfield Gardens North
66,New York Public Library,New York Public Library,Schomburg,514 Malcolm X Boulevard,New York,NY,10030,5000.0,5000.0,True,38,True,12:00 PM,6:00 PM,,,12:00 PM,8:00 PM,,,12:00 PM,8:00 PM,,,10:00 AM,6:00 PM,,,10:00 AM,6:00 PM,,,10:00 AM,6:00 PM,,,Closed,Closed,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu",Y,,True,46:00:00,1.9,"Printer, Photocopier, Projector",,,All ages; library card required for use of public computers,,https://www.nypl.org/locations/schomburg,1,Manhattan,Central Harlem North-Polo Grounds
151,Brooklyn Public Library,Brooklyn Public Library,Windsor Terrace,160 E. 5th Street,Brooklyn,NY,11218,10.0,1.0,True,22,True,10:00 AM,6:00 PM,,,10:00 AM,6:00 PM,,,1:00 PM,8:00 PM,,,10:00 AM,8:00 PM,,,10:00 AM,6:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish.,Partially,Site is not fully wheelchair accessible because door is not automatic.,True,48:00:00,4.5,"Printer, Photocopier, Scanner",,,All ages; library card required for use of public computers,,https://www.bklynlibrary.org/locations/windsorterrace,3,Brooklyn,Windsor Terrace
415,Department for the Aging,"Samaritan Daytop Village, Inc",Woodside Neighborhood Senior Center,50-37 Newtown Road,Queens,NY,11377,,,False,4,False,7:45 AM,3:45 PM,,,7:45 AM,3:45 PM,,,7:45 AM,3:45 PM,,,7:45 AM,3:45 PM,,,7:45 AM,3:45 PM,,,Closed,Closed,,,Closed,Closed,"Programming available in Spanish, Mandarin",Y,,False,40:00:00,4.0,"Printer, Digital Cameras",,,Must be 60+ years of age to access,,https://www.samaritanvillage.org/people-we-serve/seniors,4,Queens,Astoria
58,New York Public Library,New York Public Library,Parkchester,1985 Westchester Avenue,Bronx,NY,10462,1000.0,1000.0,True,95,True,8:00 AM,8:00 PM,,,8:00 AM,8:00 PM,,,8:00 AM,8:00 PM,,,8:00 AM,8:00 PM,,,10:00 AM,5:00 PM,,,10:00 AM,5:00 PM,,,1:00 PM,5:00 PM,"Branch displays signage in multiple languages.  Reservation and printing software supports both English and Spanish instructions.  Public Windows computers offer the following keyboard input languages:  English, Spanish, Chinese (Simplified), Chinese (Traditional), Russian, Bengali, Vietnamese, French, German, Arabic (101), Italian, Polish (Programmers), Japanese, Albanian, Korean, Hindi, Urdu",Y,,True,66:00:00,43.6,"Printer, Photocopier, Projector",,,All ages; library card required for use of public computers,,https://www.nypl.org/locations/parkchester,2,Bronx,Parkchester
241,Department of Parks and Recreation,Department of Parks and Recreation,Jackie Robinson,85 Bradhurst Avenue,New York,NY,10039,43.0,6.0,True,12,True,9:00 AM,6:30 PM,,,9:00 AM,6:30 PM,,,9:00 AM,6:30 PM,,,9:00 AM,6:30 PM,,,9:00 AM,5:00 PM,,,9:00 AM,5:00 PM,,,Closed,Closed,"Signage posted in multiple languages, interpreters available upon request.  Google Chrome language access features available on all workstations.",Y,,True,54:00:00,15.5,"Printer, Cameras, Audio Production, Chromebooks",,,All ages; Recreation Center membership required,,https://www.nycgovparks.org/facilities/media-labs,1,Manhattan,Hamilton Heights
453,Department of Youth and Community Development,FIAO (Federation of Italian?American Organizations of Brooklyn),Marlboro,2298 West 8th St.,Brooklyn,NY,11223,20.0,2.0,True,9,True,2:30 PM,10:00 PM,,,2:30 PM,10:00 PM,,,2:30 PM,10:00 PM,,,2:30 PM,10:00 PM,,,2:30 PM,10:00 PM,,,9:00 AM,5:00 PM,,,Closed,Closed,,Y,,True,45:30:00,10.0,Tablets,,,"Between 3pmand 6pm during the school year, and 8am and 6pm during the summer, access is restricted to youth, ages 5-11.  Other hours are open, but programming may be age-restricted; please contact the center to confirm.  Participants may be required to fill out an application to utilize the computer lab.",,https://fiaobrooklyn.org/fiao-cornerstone/,3,Brooklyn,Gravesend
477,Department of Youth and Community Development,Research Foundation of CUNY,Tilden,630 Mother Gaston Blvd.,Brooklyn,NY,11212,,,False,28,False,2:00 PM,10:00 PM,,,2:00 PM,10:00 PM,,,2:00 PM,10:00 PM,,,2:00 PM,10:00 PM,,,2:00 PM,10:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,True,40:00:00,7.0,"Music Recording Equipment, Film Equipment",,,"Between 3pmand 6pm during the school year, and 8am and 6pm during the summer, access is restricted to youth, ages 5-11.  Other hours are open, but programming may be age-restricted; please contact the center to confirm.  Participants may be required to fill out an application to utilize the computer lab.",,https://ares.mec.cuny.edu/spcd/cornerstone-initiatives/,3,Brooklyn,Brownsville
93,Brooklyn Public Library,Brooklyn Public Library,Arlington,203 Arlington Avenue,Brooklyn,NY,11207,101.0,35.0,True,21,True,10:00 AM,6:00 PM,,,10:00 AM,6:00 PM,,,1:00 PM,8:00 PM,,,10:00 AM,8:00 PM,,,10:00 AM,6:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,Language Line phone translation service available. Tablets with Google Translate. Wherever possible multilingual staff are assigned to branches in neighborhoods where their languages are spoken.  Programming available in Spanish.,Y,,True,48:00:00,6.7,"Printer, Photocopier, Scanner",,,All ages; library card required for use of public computers,,https://www.bklynlibrary.org/locations/arlington,3,Brooklyn,Cypress Hills-City Line
358,Department for the Aging,REGIONAL AID FOR INTERIM NEEDS INC,RAIN BOSTON SECOR NEIGHBORHOOD SR CTR,3540 Bivona Street,Bronx,NY,10475,56.0,14.0,True,5,True,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,8:00 AM,4:00 PM,,,Closed,Closed,,,Closed,Closed,"Bilingual staff, offering assistance in Spanish; programming available in Spanish",Y,,False,40:00:00,2.0,"Printer, Photocopier, Scanner",,,Must be 60+ years of age to access,,https://www.raininc.org/your-neighborhood-center,2,Bronx,Co-op City
430,Department of Youth and Community Development,BCS (Brooklyn Bureau Community Services),Carey Gardens,2315 Surf Avenue,Brooklyn,NY,11224,100.0,25.0,True,15,False,6:00 PM,10:00 PM,,,6:00 PM,10:00 PM,,,6:00 PM,10:00 PM,,,6:00 PM,10:00 PM,,,6:00 PM,10:00 PM,,,Closed,Closed,,,Closed,Closed,,Y,,True,20:00:00,0.0,"Printer, Photocopier, Scanner",,,"Between 3pmand 6pm during the school year, and 8am and 6pm during the summer, access is restricted to youth, ages 5-11.  Other hours are open, but programming may be age-restricted; please contact the center to confirm.  Participants may be required to fill out an application to utilize the computer lab.",,https://www.wearebcs.org/cornerstone/,3,Brooklyn,Seagate-Coney Island
221,Queens Library,Queens Library,Sunnyside,43-06 Greenpoint Avenue,Long Island City,NY,11377,20.0,20.0,True,9,True,9:00 AM,8:00 PM,,,1:00 PM,6:00 PM,,,10:00 AM,6:00 PM,,,12:00 PM,8:00 PM,,,10:00 AM,6:00 PM,,,10:00 AM,5:00 PM,,,Closed,Closed,"Whenever possible, multilingual staff work at locations where their language expertise is most needed and programming is provided in communities'main languages.  Materials available in Chinese, Korean, Bengali, Spanish, Romanian, Turkish.",Y,,True,47:00:00,0.6,"Printer, Scanner",29.0,Tablets,All ages; library card required for use of public computers and WiFi,,http://www.queenslibrary.org/branch/Sunnyside,4,Queens,Hunters Point-Sunnyside-West Maspeth
